timestamp,asset,signal,entry_price,exit_price,size_usd,gross_pnl_usd,net_pnl_usd,reason,dry_run
2026-04-06 00:31:00+00:00,CC,long,27.365466339146426,27.300775501351993,188.0,-0.44442427381388633,-0.44442427381388633,fixed_horizon_synthetic_exit,True
2026-04-06 01:01:00+00:00,XPL,short,191.20221278033387,191.0055793539526,188.0,0.193340252825139,0.193340252825139,fixed_horizon_synthetic_exit,True
2026-04-06 01:34:00+00:00,BTC,short,69963.05408047784,69592.74073989678,188.0,0.9950810316136058,0.9950810316136058,fixed_horizon_synthetic_exit,True
2026-04-06 02:06:00+00:00,AVAX,long,12.47148651445912,12.48383045877575,188.0,0.1860773796961479,0.1860773796961479,fixed_horizon_synthetic_exit,True
2026-04-06 02:36:00+00:00,BCH,short,150.8279164425336,150.93069288052374,188.0,-0.12810606151619744,-0.12810606151619744,fixed_horizon_synthetic_exit,True
2026-04-06 03:06:00+00:00,XPL,long,198.38049984334427,198.41686192045623,188.0,0.03445938740171906,0.03445938740171906,fixed_horizon_synthetic_exit,True
2026-04-06 03:37:00+00:00,FARTCOIN,long,47.439959804517756,47.41192980936857,188.0,-0.11108017607435902,-0.11108017607435902,fixed_horizon_synthetic_exit,True
2026-04-06 04:08:00+00:00,BCH,long,151.3580831173185,150.06477174796126,188.0,-1.606406030199921,-1.606406030199921,fixed_horizon_synthetic_exit,True
2026-04-06 04:38:00+00:00,CC,short,26.76904719738218,26.51537005511051,188.0,1.7815838716791448,1.7815838716791448,fixed_horizon_synthetic_exit,True
2026-04-06 05:12:00+00:00,XPL,short,195.0680726941723,194.62974863868075,188.0,0.422441875260658,0.422441875260658,fixed_horizon_synthetic_exit,True
2026-04-06 05:42:00+00:00,AVAX,long,12.461673831605026,12.512571114574047,188.0,0.7678494339908131,0.7678494339908131,fixed_horizon_synthetic_exit,True
2026-04-06 06:14:00+00:00,XPL,short,195.5116958811485,196.05421113692074,188.0,-0.52167144080823,-0.52167144080823,fixed_horizon_synthetic_exit,True
2026-04-06 06:44:00+00:00,XPL,short,195.95708206245158,194.8183792571536,188.0,1.0924643556786298,1.0924643556786298,fixed_horizon_synthetic_exit,True
