timestamp,asset,close
2026-04-06 00:00:00+00:00,AVAX,12.680537033631389
2026-04-06 00:00:00+00:00,BCH,152.78433480581813
2026-04-06 00:00:00+00:00,BTC,70014.93272944156
2026-04-06 00:00:00+00:00,CC,27.485944229196345
2026-04-06 00:00:00+00:00,ETH,83.91133888745213
2026-04-06 00:00:00+00:00,FARTCOIN,47.59503907635677
2026-04-06 00:00:00+00:00,SOL,76.23867051948602
2026-04-06 00:00:00+00:00,XPL,189.47264553533
2026-04-06 00:01:00+00:00,AVAX,12.674021305661821
2026-04-06 00:01:00+00:00,BCH,152.514363090685
2026-04-06 00:01:00+00:00,BTC,69963.98118570357
2026-04-06 00:01:00+00:00,CC,27.524514499529403
2026-04-06 00:01:00+00:00,ETH,83.8866509343901
2026-04-06 00:01:00+00:00,FARTCOIN,47.56205436089053
2026-04-06 00:01:00+00:00,SOL,76.2431195429034
2026-04-06 00:01:00+00:00,XPL,189.36609426728697
2026-04-06 00:02:00+00:00,AVAX,12.66903652222776
2026-04-06 00:02:00+00:00,BCH,152.56438826993852
2026-04-06 00:02:00+00:00,BTC,70000.7440282508
2026-04-06 00:02:00+00:00,CC,27.55268175440091
2026-04-06 00:02:00+00:00,ETH,83.81914110348048
2026-04-06 00:02:00+00:00,FARTCOIN,47.551707924001114
2026-04-06 00:02:00+00:00,SOL,76.35552749880732
2026-04-06 00:02:00+00:00,XPL,189.41610988709462
2026-04-06 00:03:00+00:00,AVAX,12.67108160098838
2026-04-06 00:03:00+00:00,BCH,152.67828057391603
2026-04-06 00:03:00+00:00,BTC,70046.84736466329
2026-04-06 00:03:00+00:00,CC,27.533393751113376
2026-04-06 00:03:00+00:00,ETH,83.97472548367138
2026-04-06 00:03:00+00:00,FARTCOIN,47.55225646654762
2026-04-06 00:03:00+00:00,SOL,76.39813885440552
2026-04-06 00:03:00+00:00,XPL,189.33035034420038
2026-04-06 00:04:00+00:00,AVAX,12.668290371138212
2026-04-06 00:04:00+00:00,BCH,152.4320929715628
2026-04-06 00:04:00+00:00,BTC,69951.24795591242
2026-04-06 00:04:00+00:00,CC,27.527189887849953
2026-04-06 00:04:00+00:00,ETH,83.86642676465564
2026-04-06 00:04:00+00:00,FARTCOIN,47.623188799705694
2026-04-06 00:04:00+00:00,SOL,76.33034682861668
2026-04-06 00:04:00+00:00,XPL,189.6542390753952
2026-04-06 00:05:00+00:00,AVAX,12.663857394846875
2026-04-06 00:05:00+00:00,BCH,152.42059166176307
2026-04-06 00:05:00+00:00,BTC,69887.51465049943
2026-04-06 00:05:00+00:00,CC,27.512261998841396
2026-04-06 00:05:00+00:00,ETH,83.82335057789032
2026-04-06 00:05:00+00:00,FARTCOIN,47.61622576964052
2026-04-06 00:05:00+00:00,SOL,76.30634970905463
2026-04-06 00:05:00+00:00,XPL,189.59578019250984
2026-04-06 00:06:00+00:00,AVAX,12.671301290036988
2026-04-06 00:06:00+00:00,BCH,152.44299716247136
2026-04-06 00:06:00+00:00,BTC,69893.76904397723
2026-04-06 00:06:00+00:00,CC,27.475531390310856
2026-04-06 00:06:00+00:00,ETH,84.00538316101245
2026-04-06 00:06:00+00:00,FARTCOIN,47.54652332024328
2026-04-06 00:06:00+00:00,SOL,76.3218839105163
2026-04-06 00:06:00+00:00,XPL,189.63318706796042
2026-04-06 00:07:00+00:00,AVAX,12.648737992499905
2026-04-06 00:07:00+00:00,BCH,152.56010566072737
2026-04-06 00:07:00+00:00,BTC,69878.298385711
2026-04-06 00:07:00+00:00,CC,27.480172610780393
2026-04-06 00:07:00+00:00,ETH,84.1042847358058
2026-04-06 00:07:00+00:00,FARTCOIN,47.47623841036255
2026-04-06 00:07:00+00:00,SOL,76.28025105649785
2026-04-06 00:07:00+00:00,XPL,189.89890970831104
2026-04-06 00:08:00+00:00,AVAX,12.669539598165978
2026-04-06 00:08:00+00:00,BCH,152.50954473538894
2026-04-06 00:08:00+00:00,BTC,69877.47656513553
2026-04-06 00:08:00+00:00,CC,27.466410048223032
2026-04-06 00:08:00+00:00,ETH,84.08024227448178
2026-04-06 00:08:00+00:00,FARTCOIN,47.48405951824513
2026-04-06 00:08:00+00:00,SOL,76.25666923246831
2026-04-06 00:08:00+00:00,XPL,190.03185036081945
2026-04-06 00:09:00+00:00,AVAX,12.649534314405805
2026-04-06 00:09:00+00:00,BCH,152.85051450569452
2026-04-06 00:09:00+00:00,BTC,69835.7630306514
2026-04-06 00:09:00+00:00,CC,27.43175640462353
2026-04-06 00:09:00+00:00,ETH,83.99272170640775
2026-04-06 00:09:00+00:00,FARTCOIN,47.414084498303346
