timestamp,asset,price,prev_price,signed_return,abs_return,rolling_mean,rolling_std,z_score,triggered,reason
2026-04-06 00:00:00+00:00,AVAX,12.680537033631389,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,BCH,152.78433480581813,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,BTC,70014.93272944156,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,CC,27.485944229196345,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,ETH,83.91133888745213,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,FARTCOIN,47.59503907635677,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,SOL,76.23867051948602,,,,,,,False,warmup_no_previous_price
2026-04-06 00:00:00+00:00,XPL,189.47264553533,,,,,,,False,warmup_no_previous_price
2026-04-06 00:01:00+00:00,AVAX,12.674021305661821,12.680537033631389,-0.0005138369102417757,0.0005138369102417757,,,,False,warmup
2026-04-06 00:01:00+00:00,BCH,152.514363090685,152.78433480581813,-0.0017670117520637563,0.0017670117520637563,,,,False,warmup
2026-04-06 00:01:00+00:00,BTC,69963.98118570357,70014.93272944156,-0.0007277239547580592,0.0007277239547580592,,,,False,warmup
2026-04-06 00:01:00+00:00,CC,27.524514499529403,27.485944229196345,0.0014032725240010796,0.0014032725240010796,,,,False,warmup
2026-04-06 00:01:00+00:00,ETH,83.8866509343901,83.91133888745213,-0.0002942147436729723,0.0002942147436729723,,,,False,warmup
2026-04-06 00:01:00+00:00,FARTCOIN,47.56205436089053,47.59503907635677,-0.0006930284354494235,0.0006930284354494235,,,,False,warmup
2026-04-06 00:01:00+00:00,SOL,76.2431195429034,76.23867051948602,5.835651890390924e-05,5.835651890390924e-05,,,,False,warmup
2026-04-06 00:01:00+00:00,XPL,189.36609426728697,189.47264553533,-0.0005623569974546348,0.0005623569974546348,,,,False,warmup
2026-04-06 00:02:00+00:00,AVAX,12.66903652222776,12.674021305661821,-0.0003933071685648992,0.0003933071685648992,,,,False,warmup
2026-04-06 00:02:00+00:00,BCH,152.56438826993852,152.514363090685,0.0003280030696109888,0.0003280030696109888,,,,False,warmup
2026-04-06 00:02:00+00:00,BTC,70000.7440282508,69963.98118570357,0.0005254538395929346,0.0005254538395929346,,,,False,warmup
2026-04-06 00:02:00+00:00,CC,27.55268175440091,27.524514499529403,0.0010233515607328953,0.0010233515607328953,,,,False,warmup
2026-04-06 00:02:00+00:00,ETH,83.81914110348048,83.8866509343901,-0.000804774420693343,0.000804774420693343,,,,False,warmup
2026-04-06 00:02:00+00:00,FARTCOIN,47.551707924001114,47.56205436089053,-0.0002175355339133842,0.0002175355339133842,,,,False,warmup
2026-04-06 00:02:00+00:00,SOL,76.35552749880732,76.2431195429034,0.0014743357378060168,0.0014743357378060168,,,,False,warmup
2026-04-06 00:02:00+00:00,XPL,189.41610988709462,189.36609426728697,0.0002641213042977814,0.0002641213042977814,,,,False,warmup
2026-04-06 00:03:00+00:00,AVAX,12.67108160098838,12.66903652222776,0.00016142338504052933,0.00016142338504052933,,,,False,warmup
2026-04-06 00:03:00+00:00,BCH,152.67828057391603,152.56438826993852,0.000746519586051717,0.000746519586051717,,,,False,warmup
2026-04-06 00:03:00+00:00,BTC,70046.84736466329,70000.7440282508,0.0006586120912355217,0.0006586120912355217,,,,False,warmup
2026-04-06 00:03:00+00:00,CC,27.533393751113376,27.55268175440091,-0.0007000408693231572,0.0007000408693231572,,,,False,warmup
2026-04-06 00:03:00+00:00,ETH,83.97472548367138,83.81914110348048,0.0018561915350435584,0.0018561915350435584,,,,False,warmup
2026-04-06 00:03:00+00:00,FARTCOIN,47.55225646654762,47.551707924001114,1.1535706506707168e-05,1.1535706506707168e-05,,,,False,warmup
2026-04-06 00:03:00+00:00,SOL,76.39813885440552,76.35552749880732,0.0005580651066664776,0.0005580651066664776,,,,False,warmup
2026-04-06 00:03:00+00:00,XPL,189.33035034420038,189.41610988709462,-0.0004527573866095985,0.0004527573866095985,,,,False,warmup
2026-04-06 00:04:00+00:00,AVAX,12.668290371138212,12.67108160098838,-0.00022028347208732598,0.00022028347208732598,,,,False,warmup
2026-04-06 00:04:00+00:00,BCH,152.4320929715628,152.67828057391603,-0.0016124598824914745,0.0016124598824914745,,,,False,warmup
2026-04-06 00:04:00+00:00,BTC,69951.24795591242,70046.84736466329,-0.001364792454586624,0.001364792454586624,,,,False,warmup
2026-04-06 00:04:00+00:00,CC,27.527189887849953,27.533393751113376,-0.00022532141585967174,0.00022532141585967174,,,,False,warmup
2026-04-06 00:04:00+00:00,ETH,83.86642676465564,83.97472548367138,-0.0012896585060798293,0.0012896585060798293,,,,False,warmup
2026-04-06 00:04:00+00:00,FARTCOIN,47.623188799705694,47.55225646654762,0.0014916712355800862,0.0014916712355800862,,,,False,warmup
2026-04-06 00:04:00+00:00,SOL,76.33034682861668,76.39813885440552,-0.0008873517968549819,0.0008873517968549819,,,,False,warmup
2026-04-06 00:04:00+00:00,XPL,189.6542390753952,189.33035034420038,0.0017107068708529158,0.0017107068708529158,,,,False,warmup
2026-04-06 00:05:00+00:00,AVAX,12.663857394846875,12.668290371138212,-0.00034992695631895336,0.00034992695631895336,,,,False,warmup
2026-04-06 00:05:00+00:00,BCH,152.42059166176307,152.4320929715628,-7.545202309782728e-05,7.545202309782728e-05,,,,False,warmup
2026-04-06 00:05:00+00:00,BTC,69887.51465049943,69951.24795591242,-0.0009111103414931721,0.0009111103414931721,,,,False,warmup
2026-04-06 00:05:00+00:00,CC,27.512261998841396,27.527189887849953,-0.0005422961468052537,0.0005422961468052537,,,,False,warmup
2026-04-06 00:05:00+00:00,ETH,83.82335057789032,83.86642676465564,-0.0005136284974462838,0.0005136284974462838,,,,False,warmup
2026-04-06 00:05:00+00:00,FARTCOIN,47.61622576964052,47.623188799705694,-0.0001462109161664419,0.0001462109161664419,,,,False,warmup
2026-04-06 00:05:00+00:00,SOL,76.30634970905463,76.33034682861668,-0.0003143850455171445,0.0003143850455171445,,,,False,warmup
2026-04-06 00:05:00+00:00,XPL,189.59578019250984,189.6542390753952,-0.0003082392630418422,0.0003082392630418422,,,,False,warmup
2026-04-06 00:06:00+00:00,AVAX,12.671301290036988,12.663857394846875,0.0005878063024573862,0.0005878063024573862,,,,False,warmup
2026-04-06 00:06:00+00:00,BCH,152.44299716247136,152.42059166176307,0.00014699785943626486,0.00014699785943626486,,,,False,warmup
2026-04-06 00:06:00+00:00,BTC,69893.76904397723,69887.51465049943,8.949228641297098e-05,8.949228641297098e-05,,,,False,warmup
